participant_id,displayCondition,socialCondition,dimensionOrder,displayOrder,experiment_phase,response,rankOrder,orderedRanks
97,separated,superior,"Status,Craft,Direction,Speed,Role","1,2,0,4,3",verbal_report_textbox_phase3,I first checked the direction and then the speed and whether it was damaged or not. The autonomous/decoy factor was very important for me on the first test so now that it was missing I was a bit lost.,"Direction,Speed,Status,Craft,Role","1,2,3,4,5"
98,separated,superior,"Status,Role,Speed,Craft,Direction","4,0,2,1,3",verbal_report_textbox_phase2,The craft that was fast and damaged was hostile.\nThe craft that was slow and damaged was friendly.\nThe craft that was fast and undamaged was hostile.\nThe craft that was slow and undamaged was hostile. \nSometimes I also checked if the craft was decoy or auto.\nThe craft that was decoy was friendly.\nThe craft that was auto was hostile.,"Speed,Status,Role,Craft,Direction","1,2,3,4,5"
98,separated,superior,"Status,Role,Speed,Craft,Direction","4,0,2,1,3",verbal_report_textbox_phase3,Crafts that were decoy were friendly.\nCrafts that were auto were hostile.,"Role,Status,Craft,Direction,Speed","1,2,3,4,5"
99,separated,superior,"Status,Craft,Speed,Role,Direction","3,2,0,4,1",verbal_report_textbox_phase2,"I looked at whether it was an autonomous or decoy submarine or airplane going left or right, trying to focus on where each side's home base could be, and then if a craft was damaged and going at low speeds, it was probably going to get repaired, but I did get confused from time to time.","Role,Craft,Direction,Status,Speed","1,2,3,4,5"
99,separated,superior,"Status,Craft,Speed,Role,Direction","3,2,0,4,1",verbal_report_textbox_phase3,"I took damage as the base, and decided based on if a craft was an airplane or a submarine. If it was a damaged submarine going to the left, it was going to the base to get repaired, if it was undamaged going in the same direction, it was going to attack. It didn't matter if it was autonomous or a decoy, because the damage would have stopped it anyway. I'm not sure what I based my decision of which side had the hostile submarine base and the hostile airplane base, but I probably thought I made the right decision when the question whether or not I thought I made the right decision did not pop up. That probably was a pretty silly starting point and it might have switched the whole thing up and I got nothing right (I didn't really catch on in the first round where you told me the right and wrong answers, I think -- I didn't know what to look for, if I started again, I would probably do better). But yes, I mostly took the damage, the craft and the direction into account.","Craft,Direction,Status,Speed,Role","1,2,3,4,5"
100,separated,superior,"Direction,Speed,Role,Craft,Status","3,1,2,4,0",verbal_report_textbox_phase2,"If direction was left or right and undamaged, it was firendly. If damaged it was hostile","Status,Direction,Craft,Role,Speed","1,2,3,4,5"
100,separated,superior,"Direction,Speed,Role,Craft,Status","3,1,2,4,0",verbal_report_textbox_phase3,"Undamaged was friendly, damaged hostile","Status,Craft,Role,Speed,Direction","1,5,5,5,5"
101,separated,superior,"Direction,Craft,Role,Speed,Status","1,2,4,3,0",verbal_report_textbox_phase2,"If it was an damaged decoy I recognised it as an enemy becasue it would be an easy target. So it's ideal for an enemy decoy. Every other decoy  besides the slow moving, dameged decoy were friendly.\nAutonomous aircraft and submarines were mostly hostile.\nIf it was slow moving and damged it or it was following other moving object was friendly and if not it was hostile.\nIt was my simple rules of defining which is which but i may have made some mistakes.\n","Role,Status,Speed,Craft,Direction","1,2,3,4,5"
101,separated,superior,"Direction,Craft,Role,Speed,Status","1,2,4,3,0",verbal_report_textbox_phase3,I changed my point of view in this experiment\n\nThe slow moving damaged objects only if not followed by any were identified as friendly. Any damaged and slow moving were identified as hostile.\n\nDamaged Aircrafts if not followed by anything were friendly but those followed and slow moving were hostile. \nThe fast moving damaged aircrafts following submarine or aircraft were friendly.\n\nSubmarines that were damged and slow moving if not followed were friendly but if they were shown as a first object they were identified as enemy decoy.\n\nPlanes were friendly if following any damaged submarine or aircraft.,"Speed,Status,Direction,Craft,Role","1,2,3,4,5"
102,separated,superior,"Speed,Direction,Status,Craft,Role","3,0,1,2,4",verbal_report_textbox_phase2,"Firstly speed, 60 was more likely to be hostile. 60 was only likely to be friendly if undamaged. Auto was friendly if going left. Submarine or airplane didn't seem to change much.","Speed,Craft,Role,Status,Direction","1,2,3,4,5"
102,separated,superior,"Speed,Direction,Status,Craft,Role","3,0,1,2,4",verbal_report_textbox_phase3,"Left and undamaged was most likely to be friendly, it was hard without the speed. ","Speed,Direction,Status,Craft,Role","1,2,3,4,5"
103,separated,superior,"Craft,Direction,Status,Speed,Role","1,2,3,0,4",verbal_report_textbox_phase2,"sometimes it was red and it had a low speed which meant it was friendly and sometimes it was green and it had a high speed which meant it was hostile, also the arrow's direction indicated the situation ","Direction,Speed,Status,Role,Craft","1,2,3,4,5"
103,separated,superior,"Craft,Direction,Status,Speed,Role","1,2,3,0,4",verbal_report_textbox_phase3,it was depending on the speed and the direction of the arrow,"Direction,Speed,Status,Role,Craft","1,2,3,4,5"
104,separated,superior,"Craft,Direction,Status,Speed,Role","3,0,4,2,1",verbal_report_textbox_phase2,"i was trying to establish it based on the direction and speed that it were going, taking under thinking if it is damaged or not. i try to figure it out if it persist to attack even when it is damaged or if its returning to the base from the battlefield","Direction,Speed,Status,Role,Craft","1,2,3,4,5"
104,separated,superior,"Craft,Direction,Status,Speed,Role","3,0,4,2,1",verbal_report_textbox_phase3,based on the categories from the previous page i was trying to establish if it attacking or running for the battlefield,"Direction,Speed,Status,Role,Craft","1,2,3,4,5"
105,separated,superior,"Craft,Direction,Role,Status,Speed","1,3,4,2,0",verbal_report_textbox_phase2,"I realised a high proportion of the damaged craft were hostile whilst a high proportion of the undamaged craft were friendly. I tried to make further deductions in Phase 1 and see the role played by other factors such as decoy/autonomous, but I quickly got 2 wrong and didn't want to risk proceeding to phase 2 so I played safely thereafter. However, I felt sure there was a reasonable role played by speed and decoy/autonomous.\n","Status,Speed,Role,Craft,Direction","1,2,3,4,5"
105,separated,superior,"Craft,Direction,Role,Status,Speed","1,3,4,2,0",verbal_report_textbox_phase3,"Same as the task before. However, i should add that i based the confidence i attached to my decisions according to the speed of the craft. For example, fast and damaged i was quite certain was a hostile craft, whilst slow and damaged/undamaged only gave me a confidence slightly above 60%.","Status,Speed,Role,Craft,Direction","1,2,3,4,5"
106,separated,superior,"Craft,Direction,Role,Speed,Status","4,1,2,3,0",verbal_report_textbox_phase2,"I just had a feeling that I can't explain how. I just felt that certain craft was friendly or hostile. If craft was damaged and was going fast, then it probably was a hostile craft. If craft was healthy, wasn't a decoy and was going slow, then it probably was a friendly craft.","Craft,Direction,Role,Speed,Status","1,2,3,4,5"
106,separated,superior,"Craft,Direction,Role,Speed,Status","4,1,2,3,0",verbal_report_textbox_phase3,I was looking mainly on speed and damage. ,"Craft,Role,Direction,Speed,Status","1,1,2,4,5"
107,separated,superior,"Craft,Direction,Status,Role,Speed","1,4,2,0,3",verbal_report_textbox_phase2,"Most of the times submarines where friendly and airplanes hostile. But when the submarine was slow, damaged, moving to the right and automated or decoy all together it was hostille. Also when the airplane was fast, damaged or undamaged, moving to the right and automated altogether it was friendly.","Craft,Speed,Status,Role,Direction","1,2,3,4,5"
107,separated,superior,"Craft,Direction,Status,Role,Speed","1,4,2,0,3",verbal_report_textbox_phase3,when it was fast with right direction it was hostille but slow with left diretion was friendly,"Craft,Speed,Role,Status,Direction","1,2,3,4,5"
108,separated,superior,"Craft,Speed,Status,Role,Direction","4,0,1,3,2",verbal_report_textbox_phase2,"I tried to memorize patterns, at first only with type of possible threat (plane/ submarine) and whether it was autonomous or a decoy, then I added the speed but I was still failing some so I added the \""""health\""""(damaged/ undamaged).\nI never tried to memorize the direction.\nThen there were some patterns like if it was a plane and a decoy, it was automatically hostile or if it was a plane autonomous undamaged it was hostile.\nOf course there were some patterns that I couldn't memorize, that's why I'm not so confident in some of my answers, but there are many that I'm sure.","Craft,Role,Speed,Status,Direction","1,2,3,4,5"
108,separated,superior,"Craft,Speed,Status,Role,Direction","4,0,1,3,2",verbal_report_textbox_phase3,"I honestly had no idea, if was at a speed of 60 and undamaged I considered friendly, everything else was hostile","Craft,Role,Speed,Status,Direction","1,2,3,4,5"
109,separated,superior,"Role,Status,Craft,Speed,Direction","3,4,0,1,2",verbal_report_textbox_phase2,"just an impression really. I couldn't seem to reach a set of hard-and-fast rules - that's probably true for a genuinely wartime situation though.\n\nAnything underwater seemed hostile, especially fast and autonomous.\n\nIn the air, anything slow looked friendly (possibly a search helicopter?) Anything fast and autonomous mostly treated as hostile.","Craft,Speed,Direction,Status,Role","1,2,3,4,5"
109,separated,superior,"Role,Status,Craft,Speed,Direction","3,4,0,1,2",verbal_report_textbox_phase3,"Anything underwater, fast or slow, considered hostile.\n\nAnything aerial and slow, classed as friendly.\n\nAnything aerial, fast and heading to the right classed friendly.\n\nAnything aerial, fast and heading left classed as hostile.","Craft,Speed,Direction,Role,Status","1,2,3,4,5"
110,separated,superior,"Status,Craft,Speed,Direction,Role","4,2,1,0,3",verbal_report_textbox_phase2,"I thought that the friendly one was the one with 3 friendly charactericstics and 2 or less wrong characterictics. I was first looking at the color (damaged/undamaged) because my eyes were staring at this one, and then at the speed. I counted the right ones.","Craft,Direction,Role,Status,Speed","1,2,3,4,5"
110,separated,superior,"Status,Craft,Speed,Direction,Role","4,2,1,0,3",verbal_report_textbox_phase3,the friendly one was the one with the characteristic i thought that was more important than the others ,"Direction,Craft,Role,Status,Speed","1,2,3,4,5"
111,separated,superior,"Status,Craft,Direction,Speed,Role","1,3,2,0,4",verbal_report_textbox_phase2,"I tried to find a correlation between the direction of the vessel and if it was a craft or a decoy. Additionally, I tried to understand if the damaged/undamaged information plus the speed of the vessel would make me understand if they were friendly or hostile crafts.","Status,Role,Direction,Speed,Craft","1,2,3,4,5"
111,separated,superior,"Status,Craft,Direction,Speed,Role","1,3,2,0,4",verbal_report_textbox_phase3,"I tried to reason with the direction, status and speed of the vessel. I wasn't able to understand the relation between the type of craft and if it was hostile or friendly.","Status,Direction,Speed,Craft,Role","1,2,3,4,5"
112,separated,superior,"Role,Direction,Status,Craft,Speed","1,3,4,0,2",verbal_report_textbox_phase2,i thought if they were going to the right on decoy or to the left autonomously they were more likely to be hostile. this was reinforced if they were going fast and damaged,"Speed,Direction,Status,Role,Craft","1,2,3,4,5"
112,separated,superior,"Role,Direction,Status,Craft,Speed","1,3,4,0,2",verbal_report_textbox_phase3,if the vehicle was going to the left autonomously or to the right on decoy i assumed it was hostile,"Direction,Status,Speed,Role,Craft","1,2,3,4,5"
113,separated,superior,"Craft,Direction,Speed,Role,Status","2,0,1,3,4",verbal_report_textbox_phase2,"Depending on the type of craft, for example an airplain damaged and fast was dangerous therefore hostile, a submarine, if it was autonomous and damaged it was more dangerous","Direction,Role,Speed,Status,Craft","1,2,3,4,5"
113,separated,superior,"Craft,Direction,Speed,Role,Status","2,0,1,3,4",verbal_report_textbox_phase3,"i tried to combine the informations about speed, automony and whether  it was damaged or not","Direction,Craft,Role,Speed,Status","1,2,3,4,5"
114,separated,operator,"Direction,Speed,Craft,Status,Role","4,0,1,2,3",verbal_report_textbox_phase2,"The first thing that I noticed was damaged, next speed, style, construction and course\n","Status,Speed,Role,Craft,Direction","1,2,3,4,5"
114,separated,operator,"Direction,Speed,Craft,Status,Role","4,0,1,2,3",verbal_report_textbox_phase3,"First, I paid attention to speed later to role, craft, direction and status","Speed,Role,Craft,Direction,Status","1,2,3,4,5"
115,separated,operator,"Craft,Speed,Role,Status,Direction","4,3,1,0,2",verbal_report_textbox_phase2,"I mostly depened on damage/undamage, speed and airplanes or submarines. If something was damaged the chance of it being friendly was much higher than it being hostile and slower airplanes tend to be hostile","Craft,Direction,Speed,Role,Status","1,1,2,3,5"
115,separated,operator,"Craft,Speed,Role,Status,Direction","4,3,1,0,2",verbal_report_textbox_phase3,I depended mostly on damage/undamaged and i were looking if its decoy or not ,"Craft,Direction,Role,Speed,Status","1,1,3,3,5"
116,separated,operator,"Direction,Craft,Role,Speed,Status","0,4,3,2,1",verbal_report_textbox_phase2,"First of all I've checked is it autonomous or decoy, and the status of ship. Next I've checked their speed and other status.","Direction,Craft,Status,Speed,Role","1,2,3,4,5"
116,separated,operator,"Direction,Craft,Role,Speed,Status","0,4,3,2,1",verbal_report_textbox_phase3,"","Direction,Speed,Craft,Status,Role","1,2,3,4,5"
117,separated,operator,"Direction,Role,Craft,Status,Speed","2,1,4,0,3",verbal_report_textbox_phase2,Depending on firstly if it was autonoumous or a decoy. Once I understood which it was I would look at the speed Slower speed usally indicated enemy craft. If it was at a slower speed but damaged it was usally a injured friendly craft.,"Role,Speed,Status,Craft,Direction","1,2,3,4,5"
117,separated,operator,"Direction,Role,Craft,Status,Speed","2,1,4,0,3",verbal_report_textbox_phase3,Weather it was autonomous or not and the speed,"Role,Speed,Craft,Status,Direction","1,2,3,4,5"
118,separated,operator,"Role,Direction,Speed,Status,Craft","2,4,1,3,0",verbal_report_textbox_phase2,"Honestly, I felt like I needed at least 5-10 more trials in the training phase because I wasn't able to understand exactly how the type of craft, status and whether they were autonomous or decoys, affected if they were hostile or friendly. It seemed to me that the direction of the craft was the only thing that mattered, so much so that if the craft was going left, it was hostile, and if it was going right, it was friendly. And during the first half of the second part of the experiment, I tried to make decisions with this in mind, but halfway through it, I started having serious doubts about my decisions. For example, if we're talking about a damaged autonomous submarine that is slowly moving left, is it moving slowly to avoid being detected, making it hostile, or because it's friendly and the crew isn't in a rush? What if the same craft is quickly moving left? Is it moving quickly to avoid my ship, making it hostile? Or because it's a friendly craft, in a rush to get to its destiny? Then what about the status of the craft? If an autonomous submarine is quickly going left, if it's damaged I can assume it's looking for help, and it's friendly. Or I can assume it's damaged because it's hostile and got attacked by our defenses. And so on and so forth.","Direction,Speed,Status,Role,Craft","1,2,3,4,5"
118,separated,operator,"Role,Direction,Speed,Status,Craft","2,4,1,3,0",verbal_report_textbox_phase3,"I felt like the speed was all it mattered. If the craft was going quickly (60), it was hostile, and if it was going slowly (20), it was friendly.","Speed,Status,Craft,Role,Direction","1,2,3,4,5"
119,separated,operator,"Direction,Craft,Role,Speed,Status","1,2,3,0,4",verbal_report_textbox_phase2,I memorized some concrete case and compared it the similar cases. I guessed when I unsure.,"Role,Status,Craft,Direction,Speed","1,2,3,4,5"
119,separated,operator,"Direction,Craft,Role,Speed,Status","1,2,3,0,4",verbal_report_textbox_phase3,It was difficult and unclear because of the unknown factor. I guessed many times.,"Status,Direction,Speed,Craft,Role","1,2,3,4,5"
120,separated,operator,"Status,Speed,Role,Craft,Direction","4,3,0,1,2",verbal_report_textbox_phase2,That tutorial was not good at all,"Status,Role,Speed,Direction,Craft","1,2,3,3,5"
120,separated,operator,"Status,Speed,Role,Craft,Direction","4,3,0,1,2",verbal_report_textbox_phase3,"At first im looking if the plane is damaged, the second i m looking for the direction and speed, the last but not least is the type and if plane is automatic or not.","Status,Craft,Direction,Speed,Role","1,2,3,4,5"
121,separated,operator,"Status,Craft,Direction,Role,Speed","1,0,3,4,2",verbal_report_textbox_phase2,"I viewed speed as important, in a military context and considering physics, it represents the potential to use movement as a force. After that, I considered the damaged. The damage is a flag indicator. After that I considered the direction and if it was autonomous or a decoy. I didn't considered the type of craft that much, because I tended to use the other indicators.","Speed,Status,Role,Direction,Craft","1,2,3,4,5"
121,separated,operator,"Status,Craft,Direction,Role,Speed","1,0,3,4,2",verbal_report_textbox_phase3,"Since decoy or autonomous was not part of the information. I followed the same protocol as before. Considered mainly the speed. After that I considered the damage. The direction and type of craft were not heavily considered, just sometimes when I was undecided.","Speed,Status,Direction,Craft,Role","1,2,3,4,5"
122,integrated,operator,"Craft,Speed,Status,Role,Direction","2,1,0,3,4",verbal_report_textbox_phase2,Combination of aircraft / submarine and decoy / autominious. \n\nBut brain couldn't accurately process combination,"Craft,Role,Speed,Direction,Status","1,2,3,4,5"
122,integrated,operator,"Craft,Speed,Status,Role,Direction","2,1,0,3,4",verbal_report_textbox_phase3,"Couldn't do it at all, maybe not a test for a high functioning major dyslexic.","Craft,Role,Direction,Status,Speed","1,2,3,4,5"
123,integrated,operator,"Direction,Speed,Craft,Status,Role","0,1,2,4,3",verbal_report_textbox_phase2,If the craft was going at a high speed and was damaged then i would consider it to be hostile. I had a hard time figuring out what autonomous vs decoy meant in terms of friendly/hostile. I don't think the direction meant anything. I feel like it was more obvious to know when a submarine was hostile because of the speed.,"Direction,Craft,Role,Status,Speed","1,2,3,5,5"
123,integrated,operator,"Direction,Speed,Craft,Status,Role","0,1,2,4,3",verbal_report_textbox_phase3,"Without the mark of damage/undamaged i just focused on the speed, since i don't understand the correlation between the other status.","Status,Speed,Craft,Role,Direction","1,1,4,4,5"
124,integrated,operator,"Role,Status,Direction,Craft,Speed","2,1,0,4,3",verbal_report_textbox_phase2,I thought speed is the major factor that separates friendly and hostile elements.,"Speed,Craft,Role,Status,Direction","1,5,5,5,5"
124,integrated,operator,"Role,Status,Direction,Craft,Speed","2,1,0,4,3",verbal_report_textbox_phase3,I think the aircrafts that are undamaged are friendly.,"Status,Direction,Craft,Role,Speed","1,2,5,5,5"
125,integrated,operator,"Speed,Craft,Role,Status,Direction","3,0,2,4,1",verbal_report_textbox_phase2,I thought if a craft was damaged certainly would be a friendly craft because if it is a friendy craft it does not attack anyone only is attacked and that was the reason why I thought that a damaged craft would be friendly. In opposition to if a craft is not damaged certainly is a hostile because this type of craft only attacks and it is not attacked by anyone.\n,"Craft,Speed,Direction,Role,Status","1,2,2,3,5"
125,integrated,operator,"Speed,Craft,Role,Status,Direction","3,0,2,4,1",verbal_report_textbox_phase3,"I had the same reasoning, ie, the crafts that were red were friendly and green would be hostile, because if a craft is attacked can only be friendly because only the hostile crafts are the ones that attack.","Craft,Direction,Role,Speed,Status","1,1,2,2,5"
126,integrated,operator,"Role,Direction,Craft,Speed,Status","1,2,3,4,0",verbal_report_textbox_phase2,i was looking on how the damage was it and what speed the aircraft was going and also which direction was aircraft or submarine going ,"Craft,Role,Status,Speed,Direction","1,1,1,5,5"
126,integrated,operator,"Role,Direction,Craft,Speed,Status","1,2,3,4,0",verbal_report_textbox_phase3,i was looking if the craft autonomous or is it decoy and also i was looking at the speed of the craft ,"Craft,Role,Speed,Direction,Status","1,1,1,3,5"
127,integrated,operator,"Direction,Role,Status,Craft,Speed","4,3,2,0,1",verbal_report_textbox_phase2,"Based on the ranks i placed in the previous question, since i wasn't 100% certain of the awnsers, so it was kinda of random based on te parameters ","Role,Direction,Craft,Status,Speed","1,1,3,3,4"
127,integrated,operator,"Direction,Role,Status,Craft,Speed","4,3,2,0,1",verbal_report_textbox_phase3,"Even tho there was a rating for speed, there was no speed appearing, and since it was my most important criteria my awnsers were kinda random and on new parameters, so i based pretty much on the role and the damage","Speed,Direction,Craft,Status,Role","1,1,2,3,4"
128,integrated,operator,"Direction,Speed,Status,Role,Craft","3,2,4,0,1",verbal_report_textbox_phase2,"I think the speed seemed to have more of an impact, so i went with that first and then the health, i don't think the direction had that much influence on the outcome. I could be way off but in the trial that worked out for me so i just tried to stick with that.","Speed,Status,Direction,Craft,Role","1,3,4,5,5"
128,integrated,operator,"Direction,Speed,Status,Role,Craft","3,2,4,0,1",verbal_report_textbox_phase3,"I still think the speed was the main factor in determining if it was or hostile or not, the health i think was the next factor in determining that also, so i just went with those.","Speed,Status,Role,Direction,Craft","1,3,4,4,5"
129,integrated,operator,"Direction,Role,Status,Speed,Craft","2,4,0,1,3",verbal_report_textbox_phase2,"","Craft,Speed,Role,Status,Direction","1,1,3,4,5"
129,integrated,operator,"Direction,Role,Status,Speed,Craft","2,4,0,1,3",verbal_report_textbox_phase3,"","Role,Status,Craft,Speed,Direction","1,2,4,5,5"
130,separated,superior,"Status,Craft,Direction,Role,Speed","2,1,3,0,4",verbal_report_textbox_phase2,"A craft would be friendly when it was Decoy and it's speed was fast, no matter the health, direction and craft type.\nIn all other occasions it was not friendly.","Role,Speed,Direction,Status,Craft","1,2,3,4,5"
130,separated,superior,"Status,Craft,Direction,Role,Speed","2,1,3,0,4",verbal_report_textbox_phase3,I just guessed that all the craft with slow speed were hostile and the ones with both fast speed and left direction were friendly.,"Speed,Direction,Craft,Status,Role","1,2,3,4,5"
131,integrated,operator,"Status,Role,Craft,Speed,Direction","3,0,2,1,4",verbal_report_textbox_phase2,"I didn't know, I was never explained how to properly identify a craft so I had no idea.","Status,Role,Speed,Craft,Direction","1,2,3,4,5"
131,integrated,operator,"Status,Role,Craft,Speed,Direction","3,0,2,1,4",verbal_report_textbox_phase3,"Once again, I didn't know how to do it.","Status,Role,Speed,Craft,Direction","1,2,3,4,5"
132,integrated,operator,"Role,Craft,Status,Speed,Direction","1,2,0,3,4",verbal_report_textbox_phase2,Decoy= enemy\nAutonomous = friendly,"Role,Status,Craft,Speed,Direction","1,2,3,4,5"
132,integrated,operator,"Role,Craft,Status,Speed,Direction","1,2,0,3,4",verbal_report_textbox_phase3,Hostile = fast\nFriendly = slow,"Speed,Status,Direction,Craft,Role","1,2,3,4,5"
133,integrated,operator,"Status,Role,Craft,Direction,Speed","1,0,4,3,2",verbal_report_textbox_phase2,I used the signs that were described during the exercise.\n,"",""
133,integrated,operator,"Status,Role,Craft,Direction,Speed","1,0,4,3,2",verbal_report_textbox_phase3,I used the signs that were described during the exercise.\n,"",""
134,integrated,operator,"Craft,Speed,Role,Direction,Status","4,3,2,0,1",verbal_report_textbox_phase2,"","Status,Craft,Role,Direction,Speed","1,2,2,3,5"
134,integrated,operator,"Craft,Speed,Role,Direction,Status","4,3,2,0,1",verbal_report_textbox_phase3,"","Craft,Role,Direction,Speed,Status","1,2,3,4,5"
135,integrated,operator,"Direction,Craft,Speed,Role,Status","4,2,3,1,0",verbal_report_textbox_phase2,I was guided only by my intuition,"Craft,Status,Role,Direction,Speed","2,2,3,3,4"
135,integrated,operator,"Direction,Craft,Speed,Role,Status","4,2,3,1,0",verbal_report_textbox_phase3,I was guided only by my intuition,"Role,Status,Speed,Craft,Direction","2,2,2,3,3"
136,integrated,operator,"Direction,Speed,Role,Craft,Status","3,1,4,2,0",verbal_report_textbox_phase2,If it was slow I thought it was hostile. Cuz hostile enemys mostly sneak up slowly ,"Direction,Status,Craft,Role,Speed","2,3,4,5,5"
136,integrated,operator,"Direction,Speed,Role,Craft,Status","3,1,4,2,0",verbal_report_textbox_phase3,"If it was a decoy I picked it as hostile, (the sign with 2 triangles)","Craft,Status,Speed,Direction,Role","1,1,1,1,5"
137,integrated,operator,"Craft,Direction,Status,Speed,Role","3,0,2,1,4",verbal_report_textbox_phase2,"I look towards the direction, mostly and then if it was fast or slow and the status.\nThe submarine/plane and decoy/manual was not important for me","Direction,Speed,Status,Craft,Role","1,2,3,4,5"
137,integrated,operator,"Craft,Direction,Status,Speed,Role","3,0,2,1,4",verbal_report_textbox_phase3,The direction was the most important and the craft was not important at all because it did not show,"Direction,Speed,Status,Role,Craft","1,2,3,4,5"
138,integrated,operator,"Status,Craft,Role,Direction,Speed","3,1,4,0,2",verbal_report_textbox_phase2,"Mainly by its status, if decoys or autonomous.","Role,Craft,Status,Speed,Direction","1,2,5,5,5"
138,integrated,operator,"Status,Craft,Role,Direction,Speed","3,1,4,0,2",verbal_report_textbox_phase3,"I merely based my decision only by its status, if damaged or not, since i don't have any other indication if vehicles are friend or foe's.","Status,Craft,Role,Speed,Direction","1,5,5,5,5"
139,integrated,operator,"Status,Craft,Role,Direction,Speed","3,4,1,0,2",verbal_report_textbox_phase2,"The most important thing for me was whether it was damaged or undamaged. When it was damaged, I thought it was hostile","Status,Role,Craft,Direction,Speed","1,2,3,4,5"
139,integrated,operator,"Status,Craft,Role,Direction,Speed","3,4,1,0,2",verbal_report_textbox_phase3,"The most important thing for me was whether it was damaged or undamaged. When it was damaged, I thought it was hostile.\nI have not noticed now whether it is autonomous or not.","Status,Craft,Direction,Speed,Role","1,2,3,4,5"
140,integrated,operator,"Direction,Role,Speed,Craft,Status","1,2,0,3,4",verbal_report_textbox_phase2,Mostly considering if it was decoy or not,"Direction,Craft,Status,Speed,Role","1,2,3,4,5"
140,integrated,operator,"Direction,Role,Speed,Craft,Status","1,2,0,3,4",verbal_report_textbox_phase3,Hostile if the role was decoy,"Role,Status,Craft,Direction,Speed","1,2,3,4,5"
141,integrated,operator,"Status,Role,Direction,Craft,Speed","3,0,4,1,2",verbal_report_textbox_phase2,"The speed was deciding factor. Whether the aircraft or submarine was damaged or not, the enemies were fast and maybe there were going left. The type of craft or damage status seems not important.","Speed,Role,Direction,Craft,Status","1,2,3,4,5"
141,integrated,operator,"Status,Role,Direction,Craft,Speed","3,0,4,1,2",verbal_report_textbox_phase3,"If it was damaged and went left, it was friend which was coming back to base to live. If it wasn't damaged and went right it was friend they went to fight.\n\nFor enemies it's the same but left and right is swapped.","Direction,Status,Speed,Role,Craft","1,2,3,4,5"
142,integrated,operator,"Speed,Status,Craft,Direction,Role","4,3,1,2,0",verbal_report_textbox_phase2,"i decided that decoy, damaged and slow were bad\nso wherever there were 2 or more things bad i would pick hostile!","Status,Speed,Role,Craft,Direction","1,2,3,4,5"
142,integrated,operator,"Speed,Status,Craft,Direction,Role","4,3,1,2,0",verbal_report_textbox_phase3,"i used the same stratagie, wherever there were 2 or more things bad i would chose hostile\nthe problem was this time basicly only the slow and decoy airplane/submarine was hostile","Status,Role,Speed,Direction,Craft","1,2,3,4,5"
143,integrated,operator,"Speed,Status,Craft,Direction,Role","2,4,3,1,0",verbal_report_textbox_phase2,"According to the first phase, when I received the feedback, it seems that the damaged craft were almost all hostile and the not damaged one friendly. I rpimarly based on that during the next phase. I did realize that this method didn't apply to all of them and, during the last phase, I realized that maybe I should have payed more attention to the speed in the first phase (maybe that was the key to understand why some damaged craft still were friendly). Since I couldn't receive any feedback in the last phase I sticked to the damaged/not damaged cryterion. That's why, exceot for a few that I could remeber from the trial phase, I never said I was completely sure.","Craft,Role,Direction,Speed,Status","1,1,1,2,5"
143,integrated,operator,"Speed,Status,Craft,Direction,Role","2,4,3,1,0",verbal_report_textbox_phase3,"Since I primarly based on the damaged/undamaged cathegoty, both in the first and the second phase, I dind't know which method to use here. I tried to remeber what I saw when I got the feedback and based on the speed.","Craft,Status,Direction,Role,Speed","1,1,1,3,5"
144,integrated,operator,"Status,Speed,Role,Craft,Direction","3,0,2,4,1",verbal_report_textbox_phase2,By the moving speed,"Speed,Craft,Role,Direction,Status","1,2,2,3,5"
144,integrated,operator,"Status,Speed,Role,Craft,Direction","3,0,2,4,1",verbal_report_textbox_phase3,"","Speed,Role,Status,Direction,Craft","1,2,2,4,5"
145,integrated,operator,"Craft,Direction,Role,Speed,Status","1,2,3,0,4",verbal_report_textbox_phase2,I checked at first the conficion of the thing if it were undamaged i would continue checking other conditions but if it were damaged there were few combinations that it could be friendly,"Status,Role,Craft,Speed,Direction","1,2,3,4,5"
145,integrated,operator,"Craft,Direction,Role,Speed,Status","1,2,3,0,4",verbal_report_textbox_phase3,I just completed the same way of the other part first check the damage then try to play with the other conditions,"Status,Role,Craft,Speed,Direction","1,2,3,4,5"
146,integrated,operator,"Craft,Direction,Role,Status,Speed","0,3,1,4,2",verbal_report_textbox_phase2,with my instincts,"Craft,Status,Role,Speed,Direction","2,2,3,4,5"
146,integrated,operator,"Craft,Direction,Role,Status,Speed","0,3,1,4,2",verbal_report_textbox_phase3,with my instincts,"Craft,Status,Role,Direction,Speed","2,2,3,4,5"
147,integrated,operator,"Status,Role,Speed,Craft,Direction","1,0,4,2,3",verbal_report_textbox_phase2,"i was mainly looking at speed, because in the practice run, the low speed was friendly most of the time. also the decoy and autonomous had some impact on my choice, but it was speed 90% of the time.","Speed,Role,Status,Craft,Direction","1,3,3,4,5"
147,integrated,operator,"Status,Role,Speed,Craft,Direction","1,0,4,2,3",verbal_report_textbox_phase3,"decoy seems most unfriendly, in my personal opinion, and since there was no speed shown, i decided that decoy will be the most impactful.","Speed,Role,Status,Craft,Direction","1,2,4,5,5"
148,integrated,operator,"Craft,Direction,Status,Speed,Role","3,0,2,4,1",verbal_report_textbox_phase2,"Airplanes tended to be friendly, submarines tended to be hostile. Faster speed increases the sense of hostility.","Craft,Speed,Role,Direction,Status","1,2,3,4,5"
